"Column Name","Label"
"S0201_187MA","Annotation of Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_188E","Estimate!!OCCUPATION!!Female civilian employed population 16 years and over"
"S0201_188M","Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over"
"S0201_188MA","Annotation of Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over"
"S0201_188EA","Annotation of Estimate!!OCCUPATION!!Female civilian employed population 16 years and over"
"S0201_189E","Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_189M","Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_189MA","Annotation of Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_189EA","Annotation of Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_190E","Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Service occupations"
"S0201_190M","Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Service occupations"
"S0201_190MA","Annotation of Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Service occupations"
"S0201_190EA","Annotation of Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Service occupations"
"S0201_191E","Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Sales and office occupations"
"S0201_191EA","Annotation of Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Sales and office occupations"
"S0201_191M","Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Sales and office occupations"
"S0201_191MA","Annotation of Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Sales and office occupations"
"S0201_192E","Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_192M","Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_192MA","Annotation of Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_192EA","Annotation of Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_193E","Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_193EA","Annotation of Estimate!!OCCUPATION!!Female civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_193M","Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_193MA","Annotation of Margin of Error!!OCCUPATION!!Female civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_194E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over"
"S0201_194M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over"
"S0201_194MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over"
"S0201_194EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over"
"S0201_195E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining"
"S0201_195EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining"
"S0201_195M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining"
"S0201_195MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining"
"S0201_196E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Construction"
"S0201_196M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Construction"
"S0201_196MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Construction"
"S0201_196EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Construction"
"S0201_197E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing"
"S0201_197M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing"
"S0201_197MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing"
"S0201_197EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing"
"S0201_198E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade"
"S0201_198EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade"
"S0201_198M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade"
"S0201_198MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade"
"S0201_199E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade"
"S0201_199M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade"
"S0201_199MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade"
"S0201_199EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade"
"S0201_200E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities"
"S0201_200EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities"
"S0201_200M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities"
"S0201_200MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities"
"S0201_201E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Information"
"S0201_201M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Information"
"S0201_201MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Information"
"S0201_201EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Information"
"S0201_202E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing"
"S0201_202EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing"
"S0201_202M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing"
"S0201_202MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing"
"S0201_203E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services"
"S0201_203EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services"
"S0201_203M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services"
"S0201_203MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services"
"S0201_204E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance"
"S0201_204M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance"
"S0201_204MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance"
"S0201_204EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance"
"S0201_205E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services"
"S0201_205EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services"
"S0201_205M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services"
"S0201_205MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services"
"S0201_206E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Other services (except public administration)"
"S0201_206M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Other services (except public administration)"
"S0201_206MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Other services (except public administration)"
"S0201_206EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Other services (except public administration)"
"S0201_207E","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Public administration"
"S0201_207EA","Annotation of Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Public administration"
"S0201_207M","Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Public administration"
"S0201_207MA","Annotation of Margin of Error!!INDUSTRY!!Civilian employed population 16 years and over!!Public administration"
"S0201_208E","Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over"
"S0201_208EA","Annotation of Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over"
"S0201_208M","Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over"
"S0201_208MA","Annotation of Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over"
"S0201_209E","Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Private wage and salary workers"
"S0201_209M","Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Private wage and salary workers"
"S0201_209MA","Annotation of Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Private wage and salary workers"
"S0201_209EA","Annotation of Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Private wage and salary workers"
"S0201_210E","Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Government workers"
"S0201_210M","Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Government workers"
"S0201_210MA","Annotation of Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Government workers"
"S0201_210EA","Annotation of Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Government workers"
"S0201_211E","Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Self-employed workers in own not incorporated business"
"S0201_211M","Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Self-employed workers in own not incorporated business"
"S0201_211MA","Annotation of Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Self-employed workers in own not incorporated business"
"S0201_211EA","Annotation of Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Self-employed workers in own not incorporated business"
"S0201_212E","Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Unpaid family workers"
"S0201_212EA","Annotation of Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Unpaid family workers"
"S0201_212M","Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Unpaid family workers"
"S0201_212MA","Annotation of Margin of Error!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Unpaid family workers"
"S0201_213E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0201_213EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0201_213M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0201_213MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0201_214E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)"
"S0201_214M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)"
"S0201_214MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)"
"S0201_214EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)"
"S0201_215E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0201_215EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0201_215M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0201_215MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0201_216E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0201_216EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0201_216M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0201_216MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0201_217E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0201_217M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0201_217MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0201_217EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0201_218E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0201_218EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0201_218M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0201_218MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0201_219E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0201_219EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0201_219M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0201_219MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0201_220E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0201_220M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0201_220MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0201_220EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0201_221E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0201_221EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0201_221M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0201_221MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0201_222E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0201_222EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0201_222M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0201_222MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0201_223E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
"S0201_223M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
"S0201_223MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
"S0201_223EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
"S0201_224E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)"
"S0201_224M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)"
"S0201_224MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)"
"S0201_224EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)"
"S0201_225E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits"
"S0201_225M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits"
"S0201_225MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits"
"S0201_225EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits"
"S0201_226E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families"
"S0201_226M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families"
"S0201_226MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families"
"S0201_226EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families"
"S0201_227E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars)"
"S0201_227EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars)"
"S0201_227M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars)"
"S0201_227MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars)"
"S0201_228E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars)!!Married-couple family"
"S0201_228EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars)!!Married-couple family"
"S0201_228M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars)!!Married-couple family"
"S0201_228MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars)!!Married-couple family"
"S0201_229E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_229EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_229M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_229MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_230E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)!!Male householder, no spouse present, family"
"S0201_230M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)!!Male householder, no spouse present, family"
"S0201_230MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)!!Male householder, no spouse present, family"
"S0201_230EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)!!Male householder, no spouse present, family"
"S0201_231E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_231M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_231MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_231EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_232E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)!!Female householder, no husband present, family"
"S0201_232EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)!!Female householder, no husband present, family"
"S0201_232M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)!!Female householder, no husband present, family"
"S0201_232MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)!!Female householder, no husband present, family"
"S0201_233E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_233EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_233M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_233MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Families!!Median income (dollars)"
"S0201_234E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals"
"S0201_234M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals"
"S0201_234MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals"
"S0201_234EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals"
"S0201_235E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Per capita income (dollars)"
"S0201_235M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Per capita income (dollars)"
"S0201_235MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Per capita income (dollars)"
"S0201_235EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Per capita income (dollars)"
"S0201_236E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings for full-time, year-round workers:!!Male"
"S0201_236EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings for full-time, year-round workers:!!Male"
"S0201_236M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings for full-time, year-round workers:!!Male"
"S0201_236MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings for full-time, year-round workers:!!Male"
"S0201_237E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings for full-time, year-round workers:!!Female"
"S0201_237M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings for full-time, year-round workers:!!Female"
"S0201_237MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings for full-time, year-round workers:!!Female"
"S0201_237EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!With earnings for full-time, year-round workers:!!Female"
